id,drug_id,drug_name,gene,phenotype,implications_text,recommendation_text,strength,activity_score,allele_status,population,dosing_information,comments,risk_score,combined_text
7588453,RxNorm:3445,dimercaprol,G6PD,G6PD: Deficient,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status at standard doses,Optional,,,general,,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",7,"G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status at standard doses | Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
7588438,RxNorm:7337,netilmicin,MT-RNR1,MT-RNR1: uncertain risk of aminoglycoside-induced hearing loss,MT-RNR1: Weak or no evidence for an increased risk of MT-RNR1 associated hearing loss if administered an aminoglycoside antibiotic.,Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.,Optional,,,general,,"Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses.",4,"MT-RNR1: Weak or no evidence for an increased risk of MT-RNR1 associated hearing loss if administered an aminoglycoside antibiotic. | Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance. | Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses."
7588439,RxNorm:NA,ribostamycin,MT-RNR1,MT-RNR1: increased risk of aminoglycoside-induced hearing loss,MT-RNR1: Very high risk of developing hearing loss if administered an aminoglycoside antibiotic.,Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.,Strong,,,general,,"If no effective alternative to an aminoglycoside antibiotic is available, evaluate for hearing loss frequently during therapy and ensure that all appropriate precautions are utilized (e.g., lowest possible dose and duration, utilization of therapeutic drug monitoring, hydration, renal function monitoring).",9,"MT-RNR1: Very high risk of developing hearing loss if administered an aminoglycoside antibiotic. | Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies. | If no effective alternative to an aminoglycoside antibiotic is available, evaluate for hearing loss frequently during therapy and ensure that all appropriate precautions are utilized (e.g., lowest possible dose and duration, utilization of therapeutic drug monitoring, hydration, renal function monitoring)."
7588440,RxNorm:NA,ribostamycin,MT-RNR1,MT-RNR1: normal risk of aminoglycoside-induced hearing loss,MT-RNR1: Normal risk of developing hearing loss if administered an aminoglycoside antibiotic.,Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.,Strong,,,general,,"Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses.",4,"MT-RNR1: Normal risk of developing hearing loss if administered an aminoglycoside antibiotic. | Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance. | Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses."
7588441,RxNorm:NA,ribostamycin,MT-RNR1,MT-RNR1: uncertain risk of aminoglycoside-induced hearing loss,MT-RNR1: Weak or no evidence for an increased risk of MT-RNR1 associated hearing loss if administered an aminoglycoside antibiotic.,Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.,Optional,,,general,,"Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses.",4,"MT-RNR1: Weak or no evidence for an increased risk of MT-RNR1 associated hearing loss if administered an aminoglycoside antibiotic. | Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance. | Individuals without MT-RNR1 aminoglycoside-induced hearing loss increased risk variants are still at risk of aminoglycoside-associated hearing loss, especially with high drug levels or prolonged courses."
7588442,RxNorm:7833,aminosalicylic acid,G6PD,G6PD: Normal,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status,Strong,,,general,,,9,G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status
7588443,RxNorm:7833,aminosalicylic acid,G6PD,G6PD: Deficient,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status at standard doses,Optional,,,general,,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",7,"G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status at standard doses | Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
7588444,RxNorm:7833,aminosalicylic acid,G6PD,G6PD: Deficient with CNSHA,G6PD: High risk of acute exacerbation of chronic hemolysis,"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,,,general,,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",4,"G6PD: High risk of acute exacerbation of chronic hemolysis | Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended | There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
7588445,RxNorm:7833,aminosalicylic acid,G6PD,G6PD: Variable,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status at standard doses,Moderate,,,general,,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",8,"G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status at standard doses | Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
7588446,RxNorm:7833,aminosalicylic acid,G6PD,G6PD: Indeterminate,G6PD: Unknown risk of acute hemolytic anemia,"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,,,general,,,5,"G6PD: Unknown risk of acute hemolytic anemia | To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."
7588447,RxNorm:2551,ciprofloxacin,G6PD,G6PD: Normal,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status,Strong,,,general,,,9,G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status
7588448,RxNorm:2551,ciprofloxacin,G6PD,G6PD: Deficient,G6PD: Low-to-no risk of acute hemolytic anemia,No reason to avoid based on G6PD status at standard doses,Optional,,,general,,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",7,"G6PD: Low-to-no risk of acute hemolytic anemia | No reason to avoid based on G6PD status at standard doses | Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
